pais,id_cliente,fecha_pedido,fecha_llegada,tipo_compra,numero_pedido,tamano_paquete,unidades,costo_empacado,costo_envio,tipo_descuento,categoria,tipo_consumo,tipo_cliente,costo_producto
Argentina,648402267,2015-06-20,2018-02-17,Normal,98070540,Paquete grande,1,1.0,3.2,Sin descuento,Colección,Alto Consumo,B2C,4.2
Argentina,655183893,2014-12-21,2015-01-05,Normal,98071762,Paquete grande,2,3.0,4.14,Liquidación,Colección,Alto Consumo,B2C,7.14
Argentina,659361408,2000-03-07,2000-03-21,Normal,98093978,Paquete grande,3,2.0,4.55,Cyber Monday,Colección,Alto Consumo,B2B,6.55
Argentina,659361408,2014-05-23,2014-06-05,Normal,98072943,Paquete grande,2,2.0,5.75,Sin descuento,Colección,Alto Consumo,B2B,7.75
Argentina,659361408,2015-07-07,2015-07-18,Normal,98070440,Paquete grande,3,2.0,5.45,Sin descuento,Colección,Alto Consumo,B2B,7.45
Argentina,674406500,2005-12-15,2005-12-28,Normal,98086323,Paquete grande,2,3.0,6.0,Sin descuento,Colección,Alto Consumo,B2C,9.0
Argentina,675665654,2000-01-20,2000-02-08,Devolución,98094128,Paquete grande,1,1.0,4.58,Sin descuento,Colección,Alto Consumo,B2B,5.58
Argentina,675665654,2015-11-01,2017-09-09,Normal,98069653,Paquete grande,2,2.0,6.55,Sin descuento,Colección,Alto Consumo,B2B,8.55
Argentina,680594379,2012-07-11,2012-07-29,Normal,98076329,Paquete grande,3,1.0,5.1,Black Friday,Colección,Alto Consumo,B2C,6.1
Argentina,683896944,2011-07-04,2011-07-26,Normal,98078071,Paquete grande,3,1.0,5.99,Sin descuento,Colección,Alto Consumo,B2C,6.99
Argentina,683896944,2013-03-31,2017-01-04,Normal,98075041,Paquete grande,2,3.0,5.36,Sin descuento,Colección,Alto Consumo,B2C,8.36
Argentina,683896944,2013-06-10,2013-06-30,Normal,98074695,Paquete grande,1,1.0,6.25,Cyber Monday,Colección,Alto Consumo,B2C,7.25
Argentina,684389929,2006-06-20,2006-07-09,Normal,98085663,Paquete grande,2,3.0,4.88,Sin descuento,Colección,Alto Consumo,B2C,7.88
Argentina,684389929,2014-09-13,2014-09-24,Devolución,98072304,Paquete grande,2,2.0,3.12,Black Friday,Colección,Alto Consumo,B2C,5.12
Argentina,684389929,2015-02-04,2015-02-21,Normal,98071461,Paquete grande,3,2.0,6.99,Sin descuento,Colección,Alto Consumo,B2C,8.99
Argentina,685203305,2002-01-27,2002-02-10,Normal,98091500,Paquete grande,3,3.0,5.99,Sin descuento,Colección,Alto Consumo,B2B,8.99
Argentina,688783313,2000-12-24,2001-01-06,Normal,98092924,Paquete grande,2,3.0,4.58,Sin descuento,Colección,Alto Consumo,B2B,7.58
Argentina,688783313,2001-05-24,2001-06-13,Normal,98092389,Paquete grande,3,3.0,3.9,Black Friday,Colección,Alto Consumo,B2B,6.9
Argentina,688783313,2004-09-30,2004-10-12,Devolución,98087922,Paquete grande,2,3.0,4.89,Black Friday,Colección,Alto Consumo,B2B,7.89
Argentina,688783313,2008-02-15,2008-03-03,Normal,98083428,Paquete grande,3,2.0,4.89,Cyber Monday,Colección,Alto Consumo,B2B,6.89
Argentina,695360223,2003-04-10,2003-04-23,Normal,98089901,Paquete grande,3,3.0,5.1,Sin descuento,Colección,Alto Consumo,B2C,8.1
Argentina,695360223,2005-10-29,2005-11-16,Normal,98086509,Paquete grande,1,3.0,5.25,Sin descuento,Colección,Alto Consumo,B2C,8.25
Argentina,700754953,2013-09-12,2017-02-08,Normal,98074239,Paquete grande,2,3.0,6.36,Cyber Monday,Colección,Alto Consumo,B2C,9.36
Argentina,701100038,2004-06-13,2004-07-02,Normal,98088302,Paquete grande,2,1.0,6.36,Cyber Monday,Colección,Alto Consumo,B2B,7.36
Argentina,702980227,2003-12-13,2003-12-27,Normal,98088981,Paquete grande,2,3.0,3.12,Sin descuento,Colección,Alto Consumo,B2C,6.12
Argentina,705211779,2006-09-04,2006-09-15,Normal,98085373,Paquete grande,1,1.0,3.99,Sin descuento,Colección,Alto Consumo,B2C,4.99
Argentina,720465100,2015-12-04,2015-12-21,Normal,98069431,Paquete grande,3,1.0,5.58,Cyber Monday,Colección,Alto Consumo,B2C,6.58
Argentina,726340910,2002-06-18,2002-07-06,Normal,98090943,Paquete grande,1,1.0,3.99,Black Friday,Colección,Alto Consumo,B2B,4.99
Argentina,726340910,2015-08-08,2015-08-22,Normal,98070220,Paquete grande,1,2.0,3.58,Sin descuento,Colección,Alto Consumo,B2B,5.58
Argentina,728304917,2015-04-02,2017-10-22,Normal,98071084,Paquete grande,2,2.0,3.55,Sin descuento,Colección,Alto Consumo,B2C,5.55
Argentina,733190648,2001-08-19,2001-09-10,Devolución,98092086,Paquete grande,2,2.0,3.36,Sin descuento,Colección,Alto Consumo,B2B,5.359999999999999
Argentina,733351455,2003-11-01,2003-11-21,Normal,98089130,Paquete grande,2,3.0,4.1,Sin descuento,Colección,Alto Consumo,B2B,7.1
Argentina,733351455,2004-01-26,2004-02-08,Normal,98088827,Paquete grande,3,2.0,3.25,Sin descuento,Colección,Alto Consumo,B2B,5.25
Argentina,733351455,2013-05-29,2013-06-18,Normal,98074754,Paquete grande,1,2.0,4.73,Black Friday,Colección,Alto Consumo,B2B,6.73
Argentina,733376144,2009-05-30,2009-06-12,Normal,98081655,Paquete grande,1,3.0,4.12,Cyber Monday,Colección,Alto Consumo,B2B,7.12
Argentina,741101105,2002-05-11,2002-05-21,Normal,98091088,Paquete grande,3,1.0,3.55,Sin descuento,Colección,Alto Consumo,B2B,4.55
Argentina,741101105,2009-05-26,2009-06-06,Normal,98081674,Paquete grande,2,3.0,5.12,Sin descuento,Colección,Alto Consumo,B2B,8.120000000000001
Argentina,741101105,2015-11-29,2015-12-17,Devolución,98069461,Paquete grande,2,3.0,4.0,Sin descuento,Colección,Alto Consumo,B2B,7.0
Argentina,748580804,2002-09-14,2002-09-28,Normal,98090638,Paquete grande,2,2.0,3.89,Sin descuento,Colección,Alto Consumo,B2C,5.890000000000001
Argentina,748580804,2007-08-16,2007-08-28,Normal,98084106,Paquete grande,2,3.0,6.45,Cyber Monday,Colección,Alto Consumo,B2C,9.45
Argentina,748580804,2010-06-24,2010-07-09,Devolución,98079836,Paquete grande,1,1.0,6.99,Cyber Monday,Colección,Alto Consumo,B2C,7.99
Argentina,748580804,2012-12-14,2013-01-01,Normal,98075568,Paquete grande,3,3.0,5.0,Cyber Monday,Colección,Alto Consumo,B2C,8.0
Argentina,749092605,2002-06-03,2002-06-15,Devolución,98091002,Paquete grande,1,3.0,5.1,Sin descuento,Colección,Alto Consumo,B2B,8.1
Argentina,756679382,2004-05-17,2004-05-28,Normal,98088397,Paquete grande,3,2.0,4.55,Fecha especial,Colección,Alto Consumo,B2C,6.55
Argentina,756679382,2004-08-28,2004-09-19,Normal,98088033,Paquete grande,3,1.0,5.58,Cyber Monday,Colección,Alto Consumo,B2C,6.58
Argentina,761266512,2013-05-18,2013-06-05,Devolución,98074817,Paquete grande,2,2.0,5.1,Cyber Monday,Colección,Alto Consumo,B2C,7.1
Argentina,761266512,2015-10-19,2015-11-03,Normal,98069745,Paquete grande,2,3.0,4.61,Sin descuento,Colección,Alto Consumo,B2C,7.61
Argentina,761322747,2014-03-18,2014-04-07,Normal,98073298,Paquete grande,2,3.0,6.9,Sin descuento,Colección,Alto Consumo,B2C,9.9
Argentina,761322747,2014-12-03,2014-12-21,Normal,98071858,Paquete grande,2,3.0,5.9,Sin descuento,Colección,Alto Consumo,B2C,8.9
Argentina,773449633,2005-12-22,2006-01-09,Normal,98086302,Paquete grande,1,2.0,4.61,Sin descuento,Colección,Alto Consumo,B2C,6.61
Argentina,773449633,2013-05-14,2017-01-08,Devolución,98074829,Paquete grande,3,3.0,6.55,Sin descuento,Colección,Alto Consumo,B2C,9.55
Argentina,773449633,2014-02-26,2018-04-21,Normal,98073429,Paquete grande,2,2.0,4.58,Cyber Monday,Colección,Alto Consumo,B2C,6.58
Argentina,777301763,2013-09-01,2013-09-13,Devolución,98074299,Paquete grande,1,1.0,3.0,Sin descuento,Colección,Alto Consumo,B2B,4.0
Argentina,777931056,2002-04-28,2002-05-08,Normal,98091132,Paquete grande,1,2.0,3.73,Sin descuento,Colección,Alto Consumo,B2C,5.73
Argentina,777931056,2008-08-02,2008-08-12,Normal,98082806,Paquete grande,2,3.0,3.61,Cyber Monday,Colección,Alto Consumo,B2C,6.609999999999999
Argentina,777931056,2011-01-25,2011-02-07,Normal,98078849,Paquete grande,2,3.0,5.25,Cyber Monday,Colección,Alto Consumo,B2C,8.25
Argentina,781084228,2008-08-29,2008-09-10,Normal,98082706,Paquete grande,2,2.0,4.0,Sin descuento,Colección,Alto Consumo,B2C,6.0
Argentina,782762817,2011-06-19,2011-07-05,Normal,98078138,Paquete grande,1,1.0,4.61,Black Friday,Colección,Alto Consumo,B2B,5.61
Argentina,790342421,2006-11-11,2006-11-21,Normal,98085109,Paquete grande,1,3.0,5.88,Sin descuento,Colección,Alto Consumo,B2C,8.879999999999999
Argentina,790342421,2011-04-30,2011-05-13,Normal,98078370,Paquete grande,1,3.0,6.58,Sin descuento,Colección,Alto Consumo,B2C,9.58
Argentina,792787007,2004-03-09,2004-03-29,Normal,98088640,Paquete grande,2,3.0,4.88,Black Friday,Colección,Alto Consumo,B2B,7.88
Argentina,794332386,2004-03-05,2004-03-19,Normal,98088668,Paquete grande,1,1.0,6.73,Sin descuento,Colección,Alto Consumo,B2C,7.73
Argentina,794504735,2008-12-22,2009-01-03,Normal,98082272,Paquete grande,3,2.0,5.36,Sin descuento,Colección,Alto Consumo,B2B,7.36
Argentina,819761666,2012-11-23,2012-12-12,Normal,98075666,Paquete grande,2,3.0,6.55,Cyber Monday,Colección,Alto Consumo,B2B,9.55
Argentina,821972070,2007-01-25,2007-02-13,Normal,98084821,Paquete grande,3,1.0,6.86,Sin descuento,Colección,Alto Consumo,B2C,7.86
Argentina,821972070,2008-07-02,2008-07-20,Normal,98082911,Paquete grande,1,3.0,5.22,Liquidación,Colección,Alto Consumo,B2C,8.219999999999999
Argentina,862543364,2008-10-09,2008-10-20,Devolución,98082560,Paquete grande,2,3.0,4.99,Cyber Monday,Colección,Alto Consumo,B2C,7.99
Argentina,869085354,2002-11-05,2002-11-20,Devolución,98090448,Paquete grande,3,1.0,4.86,Sin descuento,Colección,Alto Consumo,B2C,5.86
Argentina,875729150,2004-11-27,2004-12-15,Normal,98087734,Paquete grande,3,1.0,6.86,Cyber Monday,Colección,Alto Consumo,B2B,7.86
Argentina,892274535,2001-02-09,2001-02-24,Normal,98092755,Paquete grande,3,3.0,4.84,Black Friday,Colección,Alto Consumo,B2B,7.84
Argentina,898039697,2012-12-10,2013-01-01,Normal,98075583,Paquete grande,2,1.0,6.84,Sin descuento,Colección,Alto Consumo,B2B,7.84
Argentina,898039697,2013-10-18,2013-10-27,Normal,98074069,Paquete grande,1,3.0,6.45,Sin descuento,Colección,Alto Consumo,B2B,9.45
Brasil,111962928,2005-10-13,2005-10-27,Normal,98086578,Paquete grande,1,1.0,4.58,Sin descuento,Colección,Alto Consumo,B2C,5.58
Brasil,111962928,2015-07-01,2015-07-15,Normal,98070483,Paquete grande,1,3.0,3.12,Sin descuento,Colección,Alto Consumo,B2C,6.12
Brasil,131591686,2015-03-16,2015-03-26,Normal,98071191,Paquete grande,2,1.0,5.55,Sin descuento,Colección,Alto Consumo,B2C,6.55
Brasil,131591686,2015-07-27,2015-08-16,Normal,98070292,Paquete grande,2,1.0,4.0,Sin descuento,Colección,Alto Consumo,B2C,5.0
Brasil,140565407,2015-01-17,2015-01-26,Devolución,98071592,Paquete grande,1,1.0,5.45,Sin descuento,Colección,Alto Consumo,B2C,6.45
Brasil,150909215,2000-01-05,2000-01-25,Devolución,98094189,Paquete grande,2,1.0,5.65,Sin descuento,Colección,Alto Consumo,B2B,6.65
Brasil,150909215,2005-12-21,2005-12-29,Normal,98086311,Paquete grande,2,3.0,3.99,Sin descuento,Colección,Alto Consumo,B2B,6.99
Brasil,150909215,2010-04-06,2010-04-26,Normal,98080208,Paquete grande,2,3.0,3.33,Cyber Monday,Colección,Alto Consumo,B2B,6.33
Brasil,162383747,2009-09-26,2016-01-18,Normal,98081143,Paquete grande,1,1.0,3.86,Fecha especial,Colección,Alto Consumo,B2C,4.859999999999999
Brasil,162737049,2002-10-04,2002-10-16,Normal,98090553,Paquete grande,3,3.0,6.99,Sin descuento,Colección,Alto Consumo,B2C,9.99
Brasil,181452465,2010-01-23,2010-02-02,Devolución,98080579,Paquete grande,1,2.0,6.55,Sin descuento,Colección,Alto Consumo,B2C,8.55
Brasil,183302960,2004-08-17,2004-08-26,Devolución,98088083,Paquete grande,1,1.0,3.73,Liquidación,Colección,Alto Consumo,B2C,4.73
Brasil,183302960,2011-02-11,2011-03-04,Normal,98078764,Paquete grande,3,1.0,4.58,Sin descuento,Colección,Alto Consumo,B2C,5.58
Brasil,189635244,2004-05-06,2004-05-19,Normal,98088436,Paquete grande,1,1.0,3.0,Cyber Monday,Colección,Alto Consumo,B2C,4.0
Brasil,189635244,2014-02-14,2014-02-22,Normal,98073497,Paquete grande,3,1.0,3.75,Cyber Monday,Colección,Alto Consumo,B2C,4.75
Brasil,193156145,2014-10-30,2014-11-13,Devolución,98072034,Paquete grande,1,2.0,6.14,Black Friday,Colección,Alto Consumo,B2C,8.14
Brasil,194398828,2014-03-15,2017-04-05,Normal,98073326,Paquete grande,1,1.0,3.89,Sin descuento,Colección,Alto Consumo,B2B,4.890000000000001
Brasil,194622983,2003-03-27,2003-04-05,Normal,98089970,Paquete grande,1,3.0,5.99,Cyber Monday,Colección,Alto Consumo,B2C,8.99
Brasil,198717395,2002-01-06,2002-01-20,Normal,98091590,Paquete grande,1,2.0,7.0,Fecha especial,Colección,Alto Consumo,B2B,9.0
Brasil,198717395,2010-08-06,2010-08-14,Devolución,98079637,Paquete grande,2,1.0,5.33,Sin descuento,Colección,Alto Consumo,B2B,6.33
Brasil,198740617,2006-02-25,2006-03-14,Normal,98086076,Paquete grande,2,3.0,3.58,Sin descuento,Colección,Alto Consumo,B2C,6.58
Brasil,200704420,2009-10-22,2009-11-12,Normal,98081025,Paquete grande,3,2.0,6.0,Cyber Monday,Colección,Alto Consumo,B2B,8.0
Brasil,200704420,2013-09-01,2013-09-19,Devolución,98074295,Paquete grande,1,2.0,5.2,Sin descuento,Colección,Alto Consumo,B2B,7.2
Brasil,201171360,2008-07-08,2008-07-28,Normal,98082887,Paquete grande,1,1.0,6.33,Sin descuento,Colección,Alto Consumo,B2C,7.33
Brasil,217563390,2001-12-01,2001-12-20,Devolución,98091738,Paquete grande,2,1.0,3.61,Sin descuento,Colección,Alto Consumo,B2C,4.609999999999999
Brasil,217563390,2005-03-15,2005-03-27,Normal,98087317,Paquete grande,3,3.0,4.58,Sin descuento,Colección,Alto Consumo,B2C,7.58
Brasil,217563390,2006-07-10,2006-07-21,Normal,98085593,Paquete grande,2,1.0,4.14,Sin descuento,Colección,Alto Consumo,B2C,5.14
Brasil,220834258,2006-12-24,2007-01-11,Devolución,98084950,Paquete grande,3,2.0,7.0,Cyber Monday,Colección,Alto Consumo,B2B,9.0
Brasil,220834258,2015-04-25,2015-05-09,Normal,98070928,Paquete grande,3,3.0,5.99,Sin descuento,Colección,Alto Consumo,B2B,8.99
Brasil,225237308,2007-05-14,2007-05-26,Devolución,98084425,Paquete grande,2,1.0,3.75,Sin descuento,Colección,Alto Consumo,B2C,4.75
Brasil,225237308,2012-10-26,2012-11-16,Normal,98075807,Paquete grande,1,2.0,3.33,Sin descuento,Colección,Alto Consumo,B2C,5.33
Brasil,225237308,2015-05-18,2017-07-20,Devolución,98070763,Paquete grande,2,2.0,6.88,Black Friday,Colección,Alto Consumo,B2C,8.879999999999999
Brasil,233460961,2000-11-17,2000-12-05,Normal,98093052,Paquete grande,3,3.0,6.1,Sin descuento,Colección,Alto Consumo,B2B,9.1
Brasil,234434439,2007-07-02,2007-07-25,Normal,98084255,Paquete grande,2,2.0,3.84,Sin descuento,Colección,Alto Consumo,B2C,5.84
Brasil,234434439,2013-04-25,2013-05-13,Normal,98074913,Paquete grande,2,2.0,4.61,Sin descuento,Colección,Alto Consumo,B2C,6.61
Brasil,234434439,2014-10-16,2014-11-05,Normal,98072119,Paquete grande,2,2.0,4.22,Cyber Monday,Colección,Alto Consumo,B2C,6.22
Brasil,234941158,2001-02-23,2001-03-04,Normal,98092710,Paquete grande,2,2.0,4.99,Sin descuento,Colección,Alto Consumo,B2C,6.99
Brasil,238517106,2001-05-10,2001-05-28,Normal,98092428,Paquete grande,3,1.0,6.55,Sin descuento,Colección,Alto Consumo,B2B,7.55
Brasil,254237998,2013-07-10,2017-01-20,Normal,98074564,Paquete grande,2,1.0,5.99,Liquidación,Colección,Alto Consumo,B2C,6.99
Brasil,258459702,2005-07-08,2005-07-27,Normal,98086923,Paquete grande,1,2.0,5.58,Sin descuento,Colección,Alto Consumo,B2C,7.58
Brasil,275323921,2014-07-26,2014-08-14,Normal,98072577,Paquete grande,2,1.0,3.86,Liquidación,Colección,Alto Consumo,B2C,4.859999999999999
Brasil,277084893,2001-10-08,2001-10-24,Normal,98091926,Paquete grande,1,2.0,4.89,Sin descuento,Colección,Alto Consumo,B2B,6.89
Brasil,283730095,2012-05-27,2012-06-10,Devolución,98076540,Paquete grande,1,1.0,4.65,Sin descuento,Colección,Alto Consumo,B2B,5.65
Brasil,288269706,2010-06-23,2010-07-15,Normal,98079831,Paquete grande,2,3.0,4.84,Sin descuento,Colección,Alto Consumo,B2B,7.84
Brasil,288269706,2014-08-30,2014-09-14,Normal,98072372,Paquete grande,1,1.0,5.61,Sin descuento,Colección,Alto Consumo,B2B,6.61
Brasil,293195079,2004-12-23,2005-01-13,Normal,98087630,Paquete grande,1,1.0,3.12,Sin descuento,Colección,Alto Consumo,B2B,4.12
Brasil,296364886,2001-04-01,2001-04-15,Normal,98092569,Paquete grande,2,2.0,6.88,Sin descuento,Colección,Alto Consumo,B2C,8.879999999999999
Brasil,296364886,2015-11-10,2017-09-13,Normal,98069602,Paquete grande,1,1.0,6.9,Sin descuento,Colección,Alto Consumo,B2C,7.9
Brasil,305002580,2007-10-21,2007-11-07,Normal,98083867,Paquete grande,2,2.0,3.75,Cyber Monday,Colección,Alto Consumo,B2C,5.75
Brasil,309017972,2009-10-13,2009-11-02,Normal,98081070,Paquete grande,3,3.0,3.9,Sin descuento,Colección,Alto Consumo,B2C,6.9
Brasil,309017972,2014-05-10,2018-05-10,Normal,98073004,Paquete grande,3,3.0,5.86,Sin descuento,Colección,Alto Consumo,B2C,8.86
Brasil,316694393,2005-11-21,2005-12-11,Normal,98086424,Paquete grande,2,1.0,5.58,Sin descuento,Colección,Alto Consumo,B2C,6.58
Brasil,316694393,2014-05-26,2014-06-05,Normal,98072926,Paquete grande,1,1.0,3.75,Cyber Monday,Colección,Alto Consumo,B2C,4.75
Brasil,318601696,2004-03-09,2004-03-21,Devolución,98088645,Paquete grande,3,1.0,5.9,Sin descuento,Colección,Alto Consumo,B2B,6.9
Brasil,318601696,2007-10-08,2007-10-27,Devolución,98083893,Paquete grande,1,3.0,3.68,Black Friday,Colección,Alto Consumo,B2B,6.68
Brasil,321553436,2009-03-15,2009-03-30,Normal,98081952,Paquete grande,3,3.0,4.0,Sin descuento,Colección,Alto Consumo,B2B,7.0
Brasil,323336792,2004-12-04,2004-12-25,Normal,98087699,Paquete grande,3,3.0,5.61,Sin descuento,Colección,Alto Consumo,B2C,8.61
Brasil,323336792,2009-04-20,2009-05-08,Normal,98081808,Paquete grande,3,2.0,5.58,Sin descuento,Colección,Alto Consumo,B2C,7.58
Brasil,324989280,2001-09-28,2001-10-07,Normal,98091948,Paquete grande,2,2.0,4.58,Liquidación,Colección,Alto Consumo,B2B,6.58
Brasil,324989280,2010-04-11,2010-04-22,Normal,98080190,Paquete grande,2,2.0,3.99,Sin descuento,Colección,Alto Consumo,B2B,5.99
Brasil,331154749,2001-03-23,2001-04-05,Normal,98092606,Paquete grande,3,2.0,3.33,Sin descuento,Colección,Alto Consumo,B2B,5.33
Brasil,333427984,2003-01-07,2003-01-24,Normal,98090239,Paquete grande,2,1.0,5.22,Cyber Monday,Colección,Alto Consumo,B2C,6.22
Brasil,333427984,2007-02-03,2007-02-20,Devolución,98084796,Paquete grande,3,3.0,5.45,Cyber Monday,Colección,Alto Consumo,B2C,8.45
Brasil,340379512,2000-05-29,2000-06-08,Normal,98093697,Paquete grande,1,1.0,5.12,Fecha especial,Colección,Alto Consumo,B2C,6.12
Brasil,340379512,2007-06-01,2007-06-22,Normal,98084379,Paquete grande,2,2.0,4.58,Cyber Monday,Colección,Alto Consumo,B2C,6.58
Brasil,340379512,2010-02-07,2010-03-01,Normal,98080501,Paquete grande,1,2.0,5.36,Liquidación,Colección,Alto Consumo,B2C,7.36
Brasil,356602040,2000-05-19,2000-06-04,Normal,98093723,Paquete grande,1,2.0,3.73,Cyber Monday,Colección,Alto Consumo,B2C,5.73
Brasil,356602040,2014-04-03,2014-04-13,Normal,98073223,Paquete grande,2,1.0,6.75,Sin descuento,Colección,Alto Consumo,B2C,7.75
Brasil,360318072,2004-11-20,2004-12-08,Devolución,98087757,Paquete grande,1,3.0,4.1,Sin descuento,Colección,Alto Consumo,B2C,7.1
Brasil,361586823,2010-08-21,2016-04-18,Normal,98079554,Paquete grande,2,3.0,5.2,Sin descuento,Colección,Alto Consumo,B2C,8.2
Brasil,361586823,2015-09-06,2015-09-17,Normal,98070039,Paquete grande,1,2.0,4.61,Sin descuento,Colección,Alto Consumo,B2C,6.61
Brasil,366718157,2000-04-30,2000-05-13,Normal,98093785,Paquete grande,2,3.0,3.61,Sin descuento,Colección,Alto Consumo,B2C,6.609999999999999
Brasil,366718157,2002-10-26,2002-11-13,Devolución,98090482,Paquete grande,3,1.0,4.45,Sin descuento,Colección,Alto Consumo,B2C,5.45
Brasil,366718157,2007-04-15,2007-05-02,Normal,98084522,Paquete grande,3,1.0,6.0,Sin descuento,Colección,Alto Consumo,B2C,7.0
Brasil,366718157,2015-06-06,2015-06-19,Normal,98070648,Paquete grande,2,2.0,6.84,Sin descuento,Colección,Alto Consumo,B2C,8.84
Brasil,367478878,2015-10-07,2015-10-30,Devolución,98069818,Paquete grande,2,2.0,3.36,Sin descuento,Colección,Alto Consumo,B2C,5.359999999999999
Brasil,369207282,2015-03-18,2015-03-29,Normal,98071175,Paquete grande,3,1.0,4.61,Sin descuento,Colección,Alto Consumo,B2C,5.61
Brasil,370008934,2009-02-04,2009-02-19,Normal,98082098,Paquete grande,3,1.0,3.45,Sin descuento,Colección,Alto Consumo,B2B,4.45
Brasil,370008934,2010-04-14,2010-05-02,Devolución,98080179,Paquete grande,2,2.0,4.0,Cyber Monday,Colección,Alto Consumo,B2B,6.0
Brasil,370008934,2015-10-01,2015-10-14,Normal,98069862,Paquete grande,2,3.0,3.89,Sin descuento,Colección,Alto Consumo,B2B,6.890000000000001
Brasil,376809712,2008-10-07,2008-10-28,Normal,98082568,Paquete grande,3,3.0,3.61,Fecha especial,Colección,Alto Consumo,B2B,6.609999999999999
Brasil,376809712,2009-08-11,2016-01-08,Normal,98081372,Paquete grande,2,2.0,4.65,Cyber Monday,Colección,Alto Consumo,B2B,6.65
Brasil,378428659,2011-09-09,2011-09-30,Devolución,98077740,Paquete grande,3,1.0,4.65,Sin descuento,Colección,Alto Consumo,B2C,5.65
Brasil,379587534,2004-01-31,2004-02-09,Normal,98088809,Paquete grande,1,2.0,4.9,Liquidación,Colección,Alto Consumo,B2C,6.9
Brasil,395119746,2009-08-26,2009-09-05,Normal,98081303,Paquete grande,2,2.0,5.36,Cyber Monday,Colección,Alto Consumo,B2C,7.36
Brasil,397983135,2010-11-13,2010-11-21,Devolución,98079177,Paquete grande,2,3.0,4.14,Sin descuento,Colección,Alto Consumo,B2C,7.14
Brasil,397983135,2013-10-15,2013-10-28,Normal,98074083,Paquete grande,3,3.0,3.84,Sin descuento,Colección,Alto Consumo,B2C,6.84
Brasil,400089838,2011-02-12,2016-06-11,Normal,98078749,Paquete grande,2,3.0,6.0,Sin descuento,Colección,Alto Consumo,B2B,9.0
Brasil,404435455,2014-10-12,2014-10-24,Normal,98072134,Paquete grande,2,1.0,6.22,Black Friday,Colección,Alto Consumo,B2C,7.22
Brasil,405991354,2004-07-25,2004-08-09,Normal,98088160,Paquete grande,2,3.0,6.84,Liquidación,Colección,Alto Consumo,B2C,9.84
Brasil,411774575,2007-12-19,2008-01-07,Normal,98083622,Paquete grande,1,1.0,5.45,Cyber Monday,Colección,Alto Consumo,B2B,6.45
Brasil,413610234,2003-04-15,2003-05-04,Normal,98089881,Paquete grande,2,3.0,6.68,Liquidación,Colección,Alto Consumo,B2C,9.68
Brasil,414997525,2015-01-05,2015-01-22,Normal,98071668,Paquete grande,2,2.0,4.22,Liquidación,Colección,Alto Consumo,B2B,6.22
Brasil,414997525,2015-01-10,2015-01-25,Devolución,98071642,Paquete grande,3,1.0,3.55,Sin descuento,Colección,Alto Consumo,B2B,4.55
Brasil,416232977,2007-09-23,2007-10-04,Devolución,98083953,Paquete grande,3,2.0,3.9,Cyber Monday,Colección,Alto Consumo,B2C,5.9
Brasil,416232977,2013-01-08,2013-01-27,Devolución,98075444,Paquete grande,3,1.0,4.2,Cyber Monday,Colección,Alto Consumo,B2C,5.2
Brasil,417364182,2002-09-15,2002-09-25,Normal,98090634,Paquete grande,1,1.0,5.99,Cyber Monday,Colección,Alto Consumo,B2C,6.99
Brasil,417364182,2015-01-17,2015-02-07,Normal,98071587,Paquete grande,1,2.0,3.0,Sin descuento,Colección,Alto Consumo,B2C,5.0
Brasil,427542511,2002-12-20,2003-01-07,Normal,98090305,Paquete grande,2,2.0,4.45,Cyber Monday,Colección,Alto Consumo,B2B,6.45
Brasil,436608095,2011-03-16,2011-03-30,Normal,98078583,Paquete grande,2,2.0,4.0,Sin descuento,Colección,Alto Consumo,B2B,6.0
Brasil,438776540,2005-03-20,2005-04-06,Devolución,98087305,Paquete grande,3,3.0,5.68,Fecha especial,Colección,Alto Consumo,B2C,8.68
Brasil,438776540,2010-02-25,2010-03-08,Normal,98080416,Paquete grande,3,1.0,3.14,Black Friday,Colección,Alto Consumo,B2C,4.140000000000001
Brasil,438776540,2012-03-29,2012-04-09,Normal,98076810,Paquete grande,1,2.0,3.9,Sin descuento,Colección,Alto Consumo,B2C,5.9
Brasil,440340658,2002-10-15,2002-11-02,Normal,98090521,Paquete grande,2,1.0,6.33,Fecha especial,Colección,Alto Consumo,B2B,7.33
Brasil,440340658,2002-11-08,2002-11-25,Devolución,98090444,Paquete grande,3,2.0,6.55,Liquidación,Colección,Alto Consumo,B2B,8.55
Brasil,448635016,2006-09-07,2006-09-22,Normal,98085359,Paquete grande,3,2.0,6.68,Sin descuento,Colección,Alto Consumo,B2C,8.68
Brasil,452241159,2001-02-12,2001-03-01,Normal,98092754,Paquete grande,3,2.0,5.88,Sin descuento,Colección,Alto Consumo,B2C,7.88
Brasil,452241159,2008-08-18,2008-08-31,Normal,98082750,Paquete grande,2,2.0,5.0,Sin descuento,Colección,Alto Consumo,B2C,7.0
Brasil,453512131,2009-04-23,2009-05-05,Normal,98081783,Paquete grande,2,2.0,6.1,Sin descuento,Colección,Alto Consumo,B2B,8.1
Brasil,458554212,2003-11-02,2003-11-13,Devolución,98089132,Paquete grande,3,3.0,5.55,Cyber Monday,Colección,Alto Consumo,B2C,8.55
Brasil,458554212,2013-04-11,2013-04-23,Normal,98074989,Paquete grande,3,3.0,3.0,Sin descuento,Colección,Alto Consumo,B2C,6.0
